2.98487520E+11,	8.59460570E+11,	1.31677000E+12,	1.61525750E+12,	1.71892110E+12,	1.61525750E+12,	1.31677000E+12,	8.59460570E+11,	2.98487520E+11
8.59460570E+11,	2.47471810E+12,	3.79148810E+12,	4.65094870E+12,	4.94943620E+12,	4.65094870E+12,	3.79148810E+12,	2.47471810E+12,	8.59460570E+11
1.31677000E+12,	3.79148810E+12,	5.80889680E+12,	7.12566680E+12,	7.58297620E+12,	7.12566680E+12,	5.80889680E+12,	3.79148810E+12,	1.31677000E+12
1.61525750E+12,	4.65094870E+12,	7.12566680E+12,	8.74092430E+12,	9.30189730E+12,	8.74092430E+12,	7.12566680E+12,	4.65094870E+12,	1.61525750E+12
1.71892110E+12,	4.94943620E+12,	7.58297620E+12,	9.30189730E+12,	9.89887240E+12,	9.30189730E+12,	7.58297620E+12,	4.94943620E+12,	1.71892110E+12
1.61525750E+12,	4.65094870E+12,	7.12566680E+12,	8.74092430E+12,	9.30189730E+12,	8.74092430E+12,	7.12566680E+12,	4.65094870E+12,	1.61525750E+12
1.31677000E+12,	3.79148810E+12,	5.80889680E+12,	7.12566680E+12,	7.58297620E+12,	7.12566680E+12,	5.80889680E+12,	3.79148810E+12,	1.31677000E+12
8.59460570E+11,	2.47471810E+12,	3.79148810E+12,	4.65094870E+12,	4.94943620E+12,	4.65094870E+12,	3.79148810E+12,	2.47471810E+12,	8.59460570E+11
2.98487520E+11,	8.59460570E+11,	1.31677000E+12,	1.61525750E+12,	1.71892110E+12,	1.61525750E+12,	1.31677000E+12,	8.59460570E+11,	2.98487520E+11
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00,	0.00000000E+00
