234114962241.102,474722239511.236,686178392907.793,872396454056.278,1036410334982.12,1180862199335.79
1279471969463.41,2381108704253.16,3181702915415.53,3764731458893.94,4189384457773.97,4498670695636.38
797545286268.672,1115976948106.87,1216581455590.16,1248429072837.26,1258513762114.16,1261706921334.59
617851440151.878,659511334996.108,661369083483.712,661451878098.917,661455571290.779,661455736008.068
29169677190.9774,29169726391.1743,29169726391.2173,29169726391.2173,29169726391.2173,29169726391.2173
7294373179.05891,7294373179.05891,7294373179.05891,7294373179.05891,7294373179.05891,7294373179.05891
258201767063.464,497918356284.152,709440705588.234,895654182500.471,1059668354715.08,1204120202755.97
1425039081665.66,2522268671721.05,3323133107433.19,3906146216527.36,4330800023572.58,4640086224223.31
935896718830.043,1252569945778.48,1353220794253.51,1385067275780.23,1395151990457.39,1398345149184.31
865548789017.342,906791188274.869,908650440816.527,908733230422.87,908736923629.721,908737088346.973
90440397153.5156,90440445016.6263,90440445016.6694,90440445016.6694,90440445016.6694,90440445016.6694
23200656991.9316,23200656991.9316,23200656991.9316,23200656991.9316,23200656991.9316,23200656991.9316
289036725563.582,527897347955.874,739477947304.464,925687807690.239,1089702174688.77,1234154015022.46
1610868873098.17,2703875363851.72,3504976794816.39,4087977782638.79,4512632125944.35,4821918309370.52
1110045501444.33,1425057289855.79,1525748116424.92,1557593726111.5,1567678456980.49,1570871615503.82
1166247672558.28,1207109983083.25,1208970475435.69,1209053261446.07,1209056954661.3,1209057119378.54
154278522574.797,154278569449.685,154278569449.729,154278569449.729,154278569449.729,154278569449.729
36673257647.9772,36673257647.9772,36673257647.9772,36673257647.9772,36673257647.9772,36673257647.9772
312854710447.041,550977946100.976,762603147716.96,948810713296.864,1112825159507.65,1257277001494.16
1753700072178.68,2843081254487.22,3644363252685.7,4227356618863.34,4652011174031.47,4961297361906.27
1241105280928.56,1554715416091.01,1655435944526.57,1687281031595.03,1697365767862.44,1700558926492.04
1381767322759.4,1422324199817.12,1424185546375.88,1424268330555.2,1424272023771.37,1424272188488.64
188181682323.554,188181728656.088,188181728656.131,188181728656.131,188181728656.131,188181728656.131
39761471235.9668,39761471235.9668,39761471235.9668,39761471235.9668,39761471235.9668,39761471235.9668
318546226251.898,556122977279.092,767774767404.929,953981584531.141,1117995986628.67,1262447839466.24
1786624595982.35,2873333841667.9,3674722303903.42,4257713294123,4682367716017.38,4991653929578.51
1266865534574.44,1579471302655.82,1680208349304.45,1712053314134.35,1722138044478.33,1725331203513.66
1407813512374.75,1448169584770.04,1450031316314.99,1450114100607.39,1450117793816.98,1450117958534.29
172857539606.36,172857585895.863,172857585895.906,172857585895.906,172857585895.906,172857585895.906
29704742121.0849,29704742121.0849,29704742121.0849,29704742121.0849,29704742121.0849,29704742121.0849
312940364039.971,550215184305.65,761872946509.53,948080634798.089,1112094873774.98,1256546745599.66
1751384613483.17,2836637632736.41,3638048034346.79,4221042126870.35,4645696083400.38,4954982341371.22
1228548281783.38,1540645608675.09,1641384372961.26,1673229627897.69,1683314341576.23,1686507501277.02
1322974484410.47,1363254116726.65,1365115726352.35,1365198512690.89,1365202205887.03,1365202370604.41
135044942230.801,135044988981.133,135044988981.176,135044988981.176,135044988981.176,135044988981.176
16744499504.5574,16744499504.5574,16744499504.5574,16744499504.5574,16744499504.5574,16744499504.5574
307094993220.281,544342105906.78,755984639158.836,942194732950.344,1106208705766.58,1250660602855.83
1715098610093.78,2800254227396.11,3601599896101.1,4184602265515.53,4609255470143.74,4918541786900.52
1190572567169.13,1502707377544.64,1603432890751.39,1635278819741.79,1645363507644.2,1648556668205.05
1242976511783.69,1283311604334.9,1285172597069.98,1285255387187.44,1285259080364.55,1285259245082.02
105503849971.433,105503897641.501,105503897641.544,105503897641.544,105503897641.544,105503897641.544
9438838503.1327,9438838503.1327,9438838503.1327,9438838503.1327,9438838503.1327,9438838503.1327
301006057886.177,538502425186.782,750110019163.446,936323817331.113,1100337447000.34,1244789373158.56
1677749871818.89,2764176575625.85,3565377175613.27,4148392186305.72,4573044426096.04,4882330810260.6
1152921156406.8,1465635751078.88,1566334341590.13,1598181262600.86,1608265918139.6,1611459079670.92
1167533780766.2,1208050811563.85,1209910752822.23,1209993548081.48,1209997241235.87,1209997405953.43
