214472282214.349,436552575189.35,647707642477.347,835118504340.573,999229880469.372,1143608625830.41
1151045644442.6,2160867740544.93,2960617291514.3,3547715912530.3,3972625395827.64,4281740004560.66
664356357181.421,945909495764.305,1046428501484.95,1078588861381.55,1088681503349.81,1091872156716.12
463541203600.039,496705363134.944,498545077255.214,498629276624.517,498632977363.239,498633141866.145
42572834619.9181,42572866595.1675,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065
10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376
262133294264.93,484597799662.527,694327471260.933,881609568324.843,1045808082508.66,1190201260527.79
1439524745269.06,2450672634562.68,3244537492391.73,3831223813894.65,4256380812245.04,4565527946176.8
939847327041.625,1221707044682.35,1321185770783.53,1353316499761.06,1363417460295.37,1366608569432.15
948371629237.264,981956995748.378,983763724481.845,983847730831.41,983851436598.994,983851601152.047
138308266386.798,138308303240.633,138308303240.67,138308303240.67,138308303240.67,138308303240.67
30565169353.4118,30565169353.4118,30565169353.4118,30565169353.4118,30565169353.4118,30565169353.4118
321377308535.682,545990210743.285,754461569665.556,941511266980.681,1105778778052.81,1250192140365.96
1797471950017.48,2818761675379.22,3607391919322.84,4193309699220.24,4618664684889.46,4927857976826.02
1275791158468.61,1561550558618.51,1660097050624.09,1692170588743.83,1702278268379.57,1705470034204.89
1506271668061.59,1541088613101.15,1542867222839.8,1542950918480.23,1542954628040.53,1542954792659.83
225884925321.188,225884968588.833,225884968588.87,225884968588.87,225884968588.87,225884968588.87
44851088502.5792,44851088502.5792,44851088502.5792,44851088502.5792,44851088502.5792,44851088502.5792
364919719449.087,593254466019.977,800757895439.181,987494304873.437,1151805917780.41,1296243240244.18
2060039959959.26,3099390785054.76,3883949433277.65,4468817652543.16,4894301717444.86,5203550281925.29
1517202961564.67,1810109438132.41,1907923099197.8,1939917484208.14,1950029625769,1953222184919.71
1874042393384.6,1910787575107.45,1912545688880.09,1912628986533.73,1912632698279.35,1912632862974.52
255816010342.762,255816060928.879,255816060928.916,255816060928.916,255816060928.916,255816060928.916
44182995742.4783,44182995742.4783,44182995742.4783,44182995742.4783,44182995742.4783,44182995742.4783
371017697441.902,604279952112.194,811200834062.487,997573732486.396,1161900235180.11,1306362948264.74
2096779017368.68,3160322975008.8,3942372644611.68,4526013016425.24,4951544617298.72,5260852158400.61
1545415594289.42,1848005459119.5,1945357616242.62,1977258633492.89,1987372543038.22,1990565954494.93
1866423668464.97,1905600273670.3,1907347527471.01,1907430378815.91,1907434090925.54,1907434255698.76
206389700610.596,206389758660.329,206389758660.367,206389758660.367,206389758660.367,206389758660.367
27493123357.9882,27493123357.9882,27493123357.9882,27493123357.9882,27493123357.9882,27493123357.9882
353906121254.337,592794149554.403,799575168540.06,985569914994.613,1149880637901.96,1294367686666.92
1994659490865.01,3086033787145.02,3867383840353.6,4449738265427.91,4875231205834.7,5184595654593.27
1446837340754.51,1760644665928.91,1857852023468.98,1889654597608.77,1899767408134.33,1902961647448.03
1652709703219.98,1694568487599.61,1696315587122.57,1696397987523.99,1696401698140.67,1696401862986.5
132301062485.267,132301127346.35,132301127346.389,132301127346.389,132301127346.389,132301127346.389
10790079810.8274,10790079810.8274,10790079810.8274,10790079810.8274,10790079810.8274,10790079810.8274
336296226905.248,580920624978.25,788018355979.394,973657326126.359,1137923144294.91,1282431091653.82
1890906742242.33,3010839257812.19,3793368356234.81,4374504614391.79,4799876482207.44,5109290199140.21
1351419177812.1,1676803716168.02,1774197290303.24,1805905982434.54,1816014934514.4,1819209896199.65
1462363287562.59,1506873884127.7,1508631554252.17,1508713543217.84,1508717250630.78,1508717415536.65
84808344677,84808414965.594,84808414965.6339,84808414965.6339,84808414965.6339,84808414965.6339
4234725200.4817,4234725200.4817,4234725200.4817,4234725200.4817,4234725200.4817,4234725200.4817
318778058391.165,568653145588.484,776493206089.651,961833603037.114,1126029787088.24,1270553150254.75
1788466647868.04,2934716989501.59,3720188553189.47,4300293672369.69,4725473906856.58,5034924429768.97
1260202689641.03,1596321899263.61,1694214498865.67,1725843060352.76,1735945772251.16,1739141280111.77
1293077475774.34,1339934315859.61,1341712246697.38,1341793904011.49,1341797606823.47,1341797771770.95
54364294804.8416,54364368567.6725,54364368567.714,54364368567.714,54364368567.714,54364368567.714
1661980062.9834,1661980062.9834,1661980062.9834,1661980062.9834,1661980062.9834,1661980062.9834
301923350012.282,556030119065.294,764965334430.144,950093589800.488,1114202226618.76,1258734013799.84
1690171879279.32,2857828548101.55,3647717429716.45,4227079380068.89,4652016178868.72,4961487442740.3
1174152856154.7,1519077797658.85,1617733279454.54,1649303305960.05,1659398006772.83,1662593831149.16
1142793293181.36,1191454386194.04,1193260280443.66,1193341718357.39,1193345415621.59,1193345580588.18
34848879263.4413,34848954210.0298,34848954210.0731,34848954210.0731,34848954210.0731,34848954210.0731
652268470.558634,652268470.558634,652268470.558634,652268470.558634,652268470.558634,652268470.558634
286222208046.9,543130756108,753406499143.944,938429812253.179,1102441558456.04,1246973953257.31
1598427583062.14,2780502287298.02,3575849898906.68,4154829403224.25,4579494793159.6,4888968702700.14
1094034005947.26,1444984949643.67,1544592304898.09,1576131122353.34,1586216825357.29,1589412705606.93
1009642257871.45,1059393637478.5,1061232453907.87,1061313806150.85,1061317497463.49,1061317662424.81
22338999444.9427,22339073211.5402,22339073211.5853,22339073211.5853,22339073211.5853,22339073211.5853
255992335.384079,255992335.384079,255992335.384079,255992335.384079,255992335.384079,255992335.384079
272036332873.189,530067191793.816,741797336455.653,926833179919.434,1090748176461.8,1235273303010.67
