68309589607.4336,395103939129.112,568617678754.717,761310269217.606,929341534249.328,1069440969503.7
387460484875.33,1886375061161.68,2532860197096.25,3141627217146.21,3575067006755.91,3875140731195.66
293642893147.782,726869829861.696,802768412615.336,837314842553.312,847431647798.195,850537181405.579
390460064474.127,444824858140.059,446064105658.262,446160603794.882,446164159517.539,446164321232.906
62408692906.2097,62408741100.391,62408741100.4184,62408741100.4184,62408741100.4184,62408741100.4184
12631583291.698,12631583291.698,12631583291.698,12631583291.698,12631583291.698,12631583291.698
173175911830.437,490269024809.121,658439063527.596,857001854887.91,1021983751166.42,1162928509515.83
1018445607306.01,2462095115738.8,3091600505377,3718480075476.17,4143662069232.92,4445801725478.22
869193762427.313,1273085712570.14,1348726717449.71,1384170536928.79,1394058194947.35,1397196255923.61
1281754945325.34,1328968395523.31,1330282409325.4,1330380362695.6,1330383818688.94,1330383983164.46
192823037325.712,192823072651.333,192823072651.366,192823072651.366,192823072651.366,192823072651.366
36153797019.094,36153797019.094,36153797019.094,36153797019.094,36153797019.094,36153797019.094
307448497473.053,608435644675.893,775571553408.376,978794393676.335,1140631437423.53,1282764788975.78
1812439773884.17,3172767950958.36,3802343084830.29,4443037019051.17,4859907378898.78,5164812453225.18
1548687351421.64,1917069932872.52,1994952964092.42,2030941855624.91,2040619585194.56,2043795565830.29
2226623028435.11,2266613987013.98,2268057975922.45,2268155901270.91,2268159280712.05,2268159447971.28
292909205478.938,292909230267.554,292909230267.594,292909230267.594,292909230267.594,292909230267.594
49703272783.5483,49703272783.5483,49703272783.5483,49703272783.5483,49703272783.5483,49703272783.5483
415503986376.5,695183774143.623,865725131484.304,1071946881377.74,1230851646004.49,1374400496267.08
2435831512527.53,3691039493715.07,4337843838965.38,4986719402712.38,5396038515954.08,5704137757551.83
2029323948205.46,2358651073909.7,2441074308518.49,2477203954589.78,2486711546678.9,2489927126924.27
2754495441639.48,2787664012983.75,2789280795354.71,2789377218094.46,2789380551671.86,2789380721465.84
301549701707.926,301549718484.893,301549718484.94,301549718484.94,301549718484.94,301549718484.94
45204502461.4403,45204502461.4403,45204502461.4403,45204502461.4403,45204502461.4403,45204502461.4403
452743027411.04,707347657139.137,885390074944.833,1092660109837.03,1249132586825.48,1394185286120.73
2625700142887.46,3760996098232.84,4440456069980.09,5091093477082.94,5494361997553.67,5805771497684.67
2089774133130.11,2378950259604.94,2467756385755.2,2503609700268.84,2513003637671.74,2516256621398.34
