5207751578.6887,20551532158.182,31482343123.7725,68309589607.4336,395103939129.112
31564328782.2707,124150559244.186,189558588114.478,387460484875.33,1886375061161.68
30140583035.5739,116847309294.045,175896334449.655,293642893147.782,726869829861.696
53719692773.7082,201392825933.683,293666359672.462,390460064474.127,444824858140.059
14528097439.9398,45819410544.9228,57998345451.4753,62408692906.2097,62408741100.391
5061528629.65244,11655102020.4663,12556096656.9987,12631583291.698,12631583291.698
13952707110.4405,59555618688.536,98063418224.0283,173175911830.437,490269024809.121
84567125999.6385,359711674694.042,590103779889.253,1018445607306.01,2462095115738.8
80750014428.6287,338303347049.7,546171271549.408,869193762427.313,1273085712570.14
143910147340.57,582083626703.951,906451836885.604,1281754945325.34,1328968395523.31
38903002236.9016,131202140325.799,173687891779.791,192823037325.712,192823072651.333
13540721918.2752,32748636331.4806,35843382810.7905,36153797019.094,36153797019.094
17699974887.7856,82695089822.4264,148610849773.015,307448497473.053,608435644675.893
107278372719.458,499380386081.036,893696214012.607,1812439773884.17,3172767950958.36
102432454108.78,469280556624.066,824816879458.742,1548687351421.64,1917069932872.52
182536448979.246,805912971855.947,1359871608045.03,2226623028435.11,2266613987013.98
49321583935.2875,179780032540.714,251740993609.949,292909205478.938,292909230267.554
17148817426.6705,43923467749.9942,49077201058.3981,49703272783.5483,49703272783.5483
14699997382.5384,75551532907.5633,149856446275.868,415503986376.5,695183774143.623
89094974876.9504,456156951565.711,900591088197.382,2435831512527.53,3691039493715.07
85067356670.374,428313142300.969,828775767737.887,2029323948205.46,2358651073909.7
151578666375.372,734149348457.606,1357145197076.15,2754495441639.48,2787664012983.75
40937438886.4636,162051492166.612,242298422776.674,301549701707.926,301549718484.893
14218528063.7594,38722939308.0386,44369708292.0745,45204502461.4403,45204502461.4403
6085538535.3487,39741857177.1811,95943278532.3728,452743027411.04,707347657139.137
36882857029.1211,239853191229.543,575933856631.094,2625700142887.46,3760996098232.84
35211832069.9212,224817470870.299,527360633300.114,2089774133130.11,2378950259604.94
