-29.2659	0
-14.6392	0.00E+00
-14.6392	1.12E-05
-14.6392	-1.12E-05
-14.6392	0.00E+00
-14.6392	0.00E+00
-14.6392	5.26E-08
-14.6392	-5.26E-08
-14.6392	1.51E-07
-14.6392	-1.51E-07
-14.6392	0.00E+00
-14.6392	0.00E+00
-14.6392	0
-14.6392	0
-14.6392	1.35E-07
-14.6392	-1.35E-07
-14.6392	1.57E-07
-14.6392	-1.57E-07
-14.6392	1.33E-07
-14.6392	-1.33E-07
-14.6392	2.25E-07
-14.6392	-2.25E-07
-14.6392	0
-14.6392	0
-14.6392	0
-14.6392	0
-14.6392	0.00E+00
-14.6392	0.00E+00
-14.6392	6.19E-08
-14.6392	-6.19E-08
-14.6392	8.30E-08
-14.6392	-8.30E-08
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-14.7357	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-23.2667	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-15.9767	0
-15.9767	0
-29.3624	0
-14.7357	0
-14.7357	0
-14.7357	2.75E-07
-14.7357	-2.75E-07
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-14.6585	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-15.9767	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-14.9437	0
-29.5704	0
-14.9441	4.20E-04
-14.9441	-4.20E-04
-14.9433	0.000419457
-14.9433	-0.000419457
-14.9437	0.00E+00
-14.9437	0.00E+00
-14.9437	0
-14.9437	0
-14.9437	2.82E-07
-14.9437	-2.82E-07
-30.6034	0
-37.8934	0
-29.2852	0
-32.6698	0
-16.3412	0
-16.3411	5.34E-05
-16.3411	-5.34E-05
-16.3412	1.32E-07
-16.3412	-1.32E-07
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.3412	2.95E-07
-16.3412	-2.95E-07
-16.3412	1.64E-07
-16.3412	-1.64E-07
-16.3412	1.17E-07
-16.3412	-1.17E-07
-16.3412	1.60E-07
-16.3412	-1.60E-07
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.3412	2.59E-07
-16.3412	-2.59E-07
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.3412	0
-16.3412	0
-16.3412	1.49E-07
-16.3412	-1.49E-07
-16.3412	2.23E-07
-16.3412	-2.23E-07
-16.3412	0.00E+00
-16.3412	0.00E+00
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-16.4377	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-24.9687	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-17.6787	0
-17.6787	0
-32.7663	0
-16.4377	0
-16.4377	0
-16.4377	2.36E-07
-16.4377	-2.36E-07
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-16.3605	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-17.6787	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-16.6457	0
-32.9743	0
-16.6457	0.00E+00
-16.6457	0.00E+00
-16.6457	0.00E+00
-16.6457	0.00E+00
-16.6457	2.40E-07
-16.6457	-2.40E-07
-16.6457	0.00E+00
-16.6457	0.00E+00
-16.6457	2.27E-07
-16.6457	-2.27E-07
-34.0073	0
-41.2973	0
-32.6891	0
-34.3446	0
-17.1787	0
-17.1785	1.05E-04
-17.1785	-1.05E-04
-17.1785	1.03E-07
-17.1785	-1.03E-07
-17.1785	2.24E-07
-17.1785	-2.24E-07
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0
-17.1785	0
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0.00E+00
-17.1785	0
-17.1785	0
-17.1785	8.94E-08
-17.1785	-8.94E-08
-17.1785	2.77E-07
-17.1785	-2.77E-07
-17.1785	0
-17.1785	0
-17.1785	0
-17.1785	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-17.275	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-25.806	0
-18.516	0
-18.516	0
-18.516	0
-18.516	0
