20273681754.4142,21917702523.3104,22164274724.0851,24142559698.0684,34975018766.3075,63303685539.6812,107299284560.854,153826786469.003,190621783620.176,214472282214.349,229818813969.987,243785394553.936,262139116563.134,287017841556.729,316651332750.044,347055645015.425,374598360309.123,397829087262.264,417714054284.035,436552575189.35,456481413045.169,478427614672.655,501924689931.491,525681022566.961,548436997994.621,569604700942.705,589412194463.842,608595164558.57,627901596721.471,647707642477.347,667914809858.509,688114376473.656,707871658248.56,726956290143.314,745413389117.028,763476806888.645,781406265345.438,799349782438.422,817295835017.156,835118504340.573,852670481315.404,869864989111.148,886707305993.096,903271679870.049,919648379762.485,935895060991.729,952016322387.484,967975248250.998,983723455109.312,999229880469.372,1014493872881.95,1029539597967.94,1044399047198.8,1059095046306.28,1073632962629.74,1088003297980.49,1102191263061.67,1116186779308.35,1129989686619.31,1143608625830.41
122273250591.241,132001891709.711,133427870191.973,144620188124.396,204829274095.849,359471983427.185,595286556171.698,840109549528.156,1030152805587.69,1151045644442.6,1227349964662.95,1295435301124.05,1383196481150.58,1499935234078.09,1636400846275.24,1773812073517.72,1895967772244.23,1997065427599.26,2081965211838.89,2160867740544.93,2242755295080.14,2331235023187.27,2424191776118.1,2516414219786.73,2603096810715.77,2682213295427.61,2754849820567.63,2823867624404.92,2892018893718.06,2960617291514.3,3029289445446.53,3096646307337.03,3161290302034.8,3222558787889.62,3280696757949.8,3336522513500.39,3390890319795.17,3444276399046.06,3496665506535.24,3547715912530.3,3597045336426.58,3644460807127.05,3690030794395.32,3734004885477.78,3776662184890.27,3818184230324.36,3858610384329.83,3897876471811.38,3935895018718.55,3972625395827.64,4008100997819.89,4042411088578.44,4075658557737.57,4107921413593.41,4139236563997.43,4169608215829.26,4199030122255.5,4227506741052.81,4255062879712.11,4281740004560.66
114283771616.363,122649783563.178,123758754953.843,131662573799.662,171004715741.715,264373063233.629,395782173355.953,521602540885.117,611620993381.918,664356357181.421,694946620472.189,719978441315.009,749625128061.951,785930897371.994,825021108144.868,861272192509.13,890944374778.386,913543980325.584,930997906338.125,945909495764.305,960140174852.153,974287513891.195,987967495956.521,1000459934902.87,1011266827878.36,1020342865649.11,1028008307127.57,1034707784897.21,1040793078206.29,1046428501484.95,1051619644994.45,1056305170460.91,1060443109004.17,1064051667168.74,1067201999297.4,1069984978155.79,1072478443315.79,1074731133137.65,1076765136439.94,1078588861381.55,1080210342994.34,1081644371288.47,1082912410324.94,1084038201785.93,1085042964003.44,1085942806020.73,1086748884357.92,1087469270239.9,1088111034061.36,1088681503349.81,1089188444899.75,1089639539459.2,1090041720888.63,1090400797313.17,1090721470692.29,1091007627084.16,1091262681330.57,1091489811683.15,1091692033444.47,1091872156716.12
193994514828.608,205667433401.105,206890282769.246,213828580585.153,242606575200.79,299321147618.824,365424114230.277,417739198833.809,448632256530.316,463541203600.039,470631666395.436,475364661958.329,479957680293.341,484587805303.645,488695971908.981,491834977532.994,493950590974.176,495275862809.383,496116325030.705,496705363134.944,497166825817.297,497543930222.509,497843917668.841,498069327298.789,498229733910.656,498340494230.431,498417361070.615,498472546759.956,498513729978.742,498545077255.214,498568819587.25,498586441912.17,498599238650.992,498608412861.116,498614995729.199,498619774791.769,498623293855.493,498625907078.268,498627846792.102,498629276624.517,498630321751.915,498631081576.091,498631633843.63,498632036853.624,498632332495.224,498632550132.534,498632710395.057,498632828134.075,498632914358.363,498632977363.239,498633023386.07,498633057048.699,498633081718.614,498633099823.869,498633113114.982,498633122864.611,498633130007.988,498633135237.108,498633139064.108,498633141866.145
41546743893.9439,42387926542.0366,42412570737.0657,42451062849.7231,42509377444.4031,42550384512.9724,42567146478.7213,42571746733.9692,42572681093.2462,42572834619.9181,42572858878.9765,42572864111.6422,42572865789.674,42572866363.247,42572866536.8504,42572866582.0577,42572866592.4062,42572866594.5946,42572866595.0592,42572866595.1675,42572866595.1959,42572866595.2037,42572866595.2058,42572866595.2064,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065,42572866595.2065
10135474844.7486,10152829293.6241,10152863615.0761,10152866401.5124,10152866833.1865,10152866862.1295,10152866863.2107,10152866863.2372,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376,10152866863.2376
68778182946.8356,78460729144.8787,79622195022.0298,80735718525.0971,87532563140.5154,108694310521.363,146863944479.771,192824337960.015,233487991347.033,262133294264.93,280425872127.172,294587128551.395,310993243017.258,333230629227.009,361017130116.421,391143660367.528,419761373983.291,444544405022.31,465545866273.311,484597799662.527,503943654643.34,524997288289.338,547821614204.62,571417363247.165,594486207624.985,616168038102.865,636379955557.854,655676531337.641,674816465840.275,694327471260.933,714292520202.478,734414310238.979,754259077839.723,773512552801.146,792114152202.026,810229510060.665,828113667127.906,845960852443.546,863820940315.943,881609568324.843,899184564355.064,916433860038.646,933327164435.686,949913521437.04,966278811200.541,982494435109.212,998585542800.185,1014530442175.17,1030284113287.95,1045808082508.66,1061089857264.69,1076144442872.74,1091001406454.52,1105687532048.97,1120214990623.91,1134579776236.56,1148768779059.41,1162769829921.83,1176578870763.76,1190201260527.79
414448547156.748,471717415870.595,478456626787.168,484758990201.605,522526700735.842,638016459636.026,842558314239.934,1084350170327.45,1294340603477.7,1439524745269.06,1530490237377.57,1599545396771.93,1678000176809.07,1782339096041.07,1910287834041.71,2046432043538.74,2173347502768.18,2281198877081.95,2370869965721.93,2450672634562.68,2530168226166.67,2615049036188.29,2705341481074.6,2796937171192.4,2884809236496.95,2965846891150.41,3039967726695.91,3109396082288.44,3176960834030,3244537492391.73,3312386126726.95,3379482666094.04,3444412199554.1,3506222567291.4,3564816023574.32,3620802820654.6,3675033646282.71,3728133207178.19,3780271190902.82,3831223813894.65,3880617714844.11,3928184203090.48,3973892226943.51,4017924824277.67,4060552523109.32,4101995233505.48,4142345733011.08,4181577231184.3,4219608903189.46,4256380812245.04,4291897761580,4326228098849.36,4359470043016.87,4391711237681.18,4423003852857.82,4453363753687.5,4482787792021.52,4511275663307.51,4538844050946.23,4565527946176.8
385901676768.993,435043061775.219,440359761782.894,444818334925.693,469466219392.597,539116605369.406,652986823787.71,777143435871.388,876539591315.586,939847327041.625,976338250132.447,1001760207874.76,1028272612236.84,1060714067804.26,1097350485096.16,1133253908231.4,1164073735923.38,1188181365849.51,1206620126780.42,1221707044682.35,1235524723282.36,1249096353829.57,1262382408814.22,1274787949396.88,1285741871445.74,1295038080537.06,1302860734947.38,1309600836062.28,1315634235053.44,1321185770783.53,1326314429273.74,1330981549917.29,1335137567662.2,1338777998539.7,1341953089131.02,1344744209374.58,1347231470189.93,1349472086912.92,1351496311336.14,1353316499761.06,1354940069407.11,1356378656379.71,1357650546239.15,1358777852000.37,1359781929398.43,1360680055823.92,1361484622144.68,1362204367181.6,1362846347639.38,1363417460295.37,1363924993863.69,1364376356982.17,1364778473517.51,1365137309574.49,1365457751790.78,1365743796573.09,1365998868537.27,1366226088332.62,1366428400111.32,1366608569432.15
649379747278.709,717607340568.733,723665490110.476,727596930784.474,745573085104.657,787767429045.652,844915057474.164,896435019801.697,930489596171.608,948371629237.264,956842152204.46,961663888722.282,965774853148.503,969909777251.895,973756567134.2,976862743442.281,979058756240.89,980472220649.773,981360547863.622,981956995748.378,982405271612.294,982767014323.376,983058269078.526,983282026057.08,983444570835.52,983558011601.634,983636468307.541,983692003548.028,983732843165.804,983763724481.845,983787178542.062,983804729031.6,983817580236.291,983826835218.785,983833470197.013,983838263696.938,983841774263.59,983844373527.75,983846303851.392,983847730831.41,983848777257.084,983849539485.768,983850093440.394,983850497006.308,983850792454.994,983851009679.498,983851169639.783,983851287271.661,983851373523.501,983851436598.994,983851482675.819,983851516358.904,983851541025.117,983851559118.338,983851572399.832,983851582145.587,983851589289.41,983851594520.572,983851598349.281,983851601152.047
